200,0.41157982
202,0.40961447
204,0.39641547
206,0.366997
208,0.33712643
210,0.31811285
212,0.30159372
214,0.27664748
216,0.24845453
218,0.23126955
220,0.22636798
222,0.21619777
224,0.18825929
226,0.1541557
228,0.12974268
230,0.11642516
232,0.106692046
234,0.09517819
236,0.0798845
238,0.060582355
240,0.042759
242,0.032511838
244,0.028178016
246,0.023395162
248,0.015578428
250,0.007726276
252,0.002530767
254,6.80E-05
256,-1.68E-04
258,0.001478731
260,0.004734573
262,0.008339175
264,0.009710951
266,0.006745385
268,-9.10E-04
270,-0.01247529
272,-0.020505909
274,-0.014718752
276,0.002471145
278,0.01423795
280,0.010866254
282,0.003096122
284,0.002468272
286,0.004686002
288,-3.12E-04
290,-0.011346091
292,-0.017055912
294,-0.012327483
296,-0.005305776
298,-0.003399116
300,-0.003146046
302,0.001322191
304,0.005456507
306,-0.002132073
308,-0.020626238
310,-0.03115051
312,-0.021443048
314,-0.005376633
316,3.15E-04
318,-0.002378628
320,-0.002964486
322,9.94E-04
324,0.003803381
326,0.002374946
328,-1.25E-04
330,-2.99E-04
332,0.002640495
334,0.008416141
336,0.013483098
338,0.012336572
340,0.005249177
342,1.70E-04
344,0.001375903
346,0.001588172
348,-0.006232077
350,-0.015626356
352,-0.01572511
354,-0.006285164
356,0.004683007
358,0.012593806
360,0.018483767
362,0.024439698
364,0.034411527
366,0.05201516
368,0.07615533
370,0.10377905
372,0.13247086
374,0.16037337
376,0.18642122
378,0.21079537
380,0.23374592
382,0.25537682
384,0.27574965
386,0.29484594
388,0.31271964
390,0.3311628
392,0.35326582
394,0.37645763
396,0.38954833
398,0.38554782
400,0.3716762
402,0.35625172
404,0.3391541
406,0.31752107
408,0.29280186
410,0.26940563
412,0.2516194
414,0.24351263
416,0.24806811
418,0.26584348
420,0.2953666
422,0.3276135
424,0.3521596
426,0.36415458
428,0.36180213
430,0.34582812
432,0.31928563
434,0.2861905
436,0.252015
438,0.22023883
440,0.18811604
442,0.15340066
444,0.12295322
446,0.10551925
448,0.09660734
450,0.0839731
452,0.063771084
454,0.041065518
456,0.021390649
458,0.010402976
460,0.010002304
462,0.010333562
464,0.002207087
466,-0.007152783
468,-0.006112353
470,0.003287603
472,0.011268367
474,0.018094854
476,0.033960074
478,0.062173557
480,0.094220124
482,0.12383528
484,0.15371218
486,0.18740404
